date,Alfredo Sauce,Anchovies,Artichoke,Arugula,Asiago Cheese,Bacon,Barbecue Sauce,Barbecued Chicken,Beef Chuck Roast,Blue Cheese,Brie Carre Cheese,Calabrese Salami,Capocollo,Caramelized Onions,Chicken,Chipotle Sauce,Chorizo Sausage,Cilantro,Coarse Sicilian Salami,Corn,Eggplant,Feta Cheese,Fontina Cheese,Friggitello Peppers,Garlic,Genoa Salami,Goat Cheese,Gorgonzola Piccante Cheese,Gouda Cheese,Green Olives,Green Peppers,Italian Sausage,Jalapeno Peppers,Kalamata Olives,Luganega Sausage,Mozzarella Cheese,Mushrooms,Nduja Salami,Onions,Oregano,Pancetta,Parmigiano Reggiano Cheese,Pears,Peperoncini verdi,Pepperoni,Pesto Sauce,Pineapple,Plum Tomatoes,Prosciutto,Prosciutto di San Daniele,Provolone Cheese,Red Onions,Red Peppers,Ricotta Cheese,Romano Cheese,Sliced Ham,Smoked Gouda Cheese,Soppressata Salami,Spinach,Sun-dried Tomatoes,Thai Sweet Chilli Sauce,Thyme,Tomatoes,Zucchini
2016-06-01,4.0,5.0,47.0,2.0,15.0,19.0,15.0,15.0,12.0,18.0,1.0,17.0,54.0,1.0,31.0,25.0,7.0,25.0,21.0,25.0,5.0,35.0,23.0,5.0,204.0,3.0,34.0,11.0,11.0,48.0,26.0,7.0,36.0,25.0,21.0,62.0,57.0,5.0,21.0,20.0,5.0,11.0,1.0,14.0,43.0,10.0,18.0,5.0,1.0,2.0,18.0,127.0,95.0,11.0,18.0,11.0,18.0,12.0,53.0,9.0,7.0,1.0,173.0,11.0
2016-06-02,7.0,5.0,50.0,4.0,25.0,16.0,9.0,9.0,3.0,9.0,1.0,14.0,43.0,1.0,49.0,26.0,5.0,26.0,13.0,26.0,5.0,28.0,30.0,4.0,171.0,11.0,18.0,3.0,27.0,36.0,25.0,5.0,53.0,10.0,13.0,41.0,62.0,4.0,13.0,10.0,4.0,3.0,1.0,8.0,57.0,8.0,14.0,0.0,1.0,4.0,9.0,114.0,81.0,3.0,9.0,8.0,9.0,3.0,69.0,3.0,6.0,1.0,135.0,12.0
2016-06-03,4.0,0.0,33.0,0.0,10.0,5.0,8.0,8.0,0.0,6.0,0.0,7.0,10.0,0.0,40.0,8.0,1.0,8.0,11.0,8.0,2.0,16.0,13.0,0.0,91.0,0.0,3.0,15.0,13.0,25.0,15.0,1.0,21.0,7.0,11.0,25.0,30.0,0.0,11.0,0.0,0.0,15.0,0.0,3.0,13.0,12.0,18.0,1.0,0.0,0.0,6.0,53.0,51.0,15.0,6.0,2.0,6.0,0.0,52.0,9.0,16.0,0.0,85.0,9.0
2016-06-04,2.0,5.0,19.0,8.0,23.0,14.0,4.0,4.0,10.0,0.0,0.0,10.0,42.0,0.0,30.0,17.0,5.0,17.0,14.0,17.0,2.0,17.0,13.0,4.0,113.0,19.0,13.0,8.0,7.0,34.0,13.0,5.0,24.0,13.0,14.0,38.0,32.0,4.0,14.0,7.0,4.0,8.0,0.0,6.0,52.0,6.0,17.0,1.0,0.0,8.0,0.0,65.0,53.0,8.0,0.0,8.0,0.0,6.0,20.0,2.0,9.0,0.0,118.0,2.0
2016-06-05,2.0,11.0,50.0,14.0,18.0,15.0,7.0,7.0,15.0,3.0,1.0,15.0,46.0,1.0,27.0,13.0,3.0,13.0,1.0,13.0,4.0,24.0,16.0,0.0,161.0,10.0,21.0,22.0,11.0,27.0,23.0,3.0,24.0,25.0,1.0,52.0,40.0,0.0,1.0,7.0,0.0,22.0,1.0,14.0,44.0,17.0,8.0,4.0,1.0,14.0,3.0,100.0,64.0,22.0,3.0,1.0,3.0,5.0,49.0,15.0,7.0,1.0,133.0,14.0
2016-06-06,6.0,6.0,37.0,10.0,8.0,11.0,9.0,9.0,0.0,9.0,1.0,6.0,24.0,1.0,37.0,10.0,7.0,10.0,5.0,10.0,2.0,6.0,10.0,5.0,99.0,1.0,17.0,13.0,10.0,18.0,21.0,7.0,20.0,6.0,5.0,54.0,23.0,5.0,5.0,5.0,5.0,13.0,1.0,12.0,25.0,16.0,23.0,5.0,1.0,10.0,9.0,58.0,56.0,13.0,9.0,16.0,9.0,0.0,37.0,12.0,7.0,1.0,90.0,8.0
2016-06-07,2.0,2.0,20.0,8.0,8.0,8.0,3.0,3.0,6.0,12.0,1.0,9.0,23.0,1.0,28.0,25.0,4.0,25.0,1.0,25.0,0.0,8.0,15.0,3.0,84.0,5.0,9.0,0.0,12.0,12.0,8.0,4.0,37.0,7.0,1.0,34.0,16.0,3.0,1.0,3.0,3.0,0.0,1.0,6.0,23.0,1.0,5.0,0.0,1.0,8.0,12.0,61.0,43.0,0.0,12.0,3.0,12.0,3.0,20.0,1.0,2.0,1.0,71.0,4.0
2016-06-08,7.0,13.0,26.0,3.0,9.0,15.0,14.0,14.0,11.0,3.0,0.0,0.0,10.0,0.0,41.0,14.0,9.0,14.0,3.0,14.0,6.0,18.0,15.0,5.0,94.0,0.0,10.0,6.0,9.0,18.0,18.0,9.0,23.0,14.0,3.0,43.0,29.0,5.0,3.0,3.0,5.0,6.0,0.0,7.0,29.0,13.0,27.0,1.0,0.0,3.0,3.0,79.0,70.0,6.0,3.0,15.0,3.0,6.0,27.0,2.0,12.0,0.0,101.0,8.0
2016-06-09,0.0,8.0,25.0,9.0,11.0,7.0,9.0,9.0,5.0,9.0,2.0,10.0,41.0,2.0,41.0,16.0,3.0,16.0,7.0,16.0,2.0,15.0,9.0,6.0,141.0,11.0,20.0,14.0,5.0,26.0,27.0,3.0,21.0,8.0,7.0,51.0,33.0,6.0,7.0,10.0,6.0,14.0,2.0,10.0,32.0,12.0,32.0,3.0,2.0,9.0,9.0,79.0,83.0,14.0,9.0,7.0,9.0,4.0,37.0,8.0,25.0,2.0,142.0,14.0
2016-06-10,4.0,0.0,27.0,13.0,10.0,15.0,17.0,17.0,11.0,12.0,0.0,2.0,14.0,0.0,20.0,14.0,5.0,14.0,9.0,14.0,5.0,14.0,6.0,9.0,102.0,4.0,8.0,6.0,6.0,12.0,25.0,5.0,20.0,15.0,9.0,44.0,23.0,9.0,9.0,2.0,9.0,6.0,0.0,6.0,30.0,16.0,8.0,2.0,0.0,13.0,12.0,77.0,65.0,6.0,12.0,6.0,12.0,0.0,28.0,8.0,2.0,0.0,101.0,11.0
2016-06-11,4.0,7.0,24.0,6.0,10.0,7.0,12.0,12.0,10.0,15.0,0.0,5.0,23.0,0.0,25.0,15.0,2.0,15.0,11.0,15.0,0.0,14.0,9.0,10.0,113.0,3.0,15.0,7.0,9.0,23.0,22.0,2.0,24.0,13.0,11.0,49.0,23.0,10.0,11.0,3.0,10.0,7.0,0.0,12.0,28.0,0.0,17.0,0.0,0.0,6.0,15.0,80.0,50.0,7.0,15.0,11.0,15.0,0.0,21.0,0.0,6.0,0.0,102.0,5.0
2016-06-12,11.0,8.0,36.0,0.0,26.0,14.0,5.0,5.0,4.0,12.0,1.0,10.0,27.0,1.0,48.0,28.0,5.0,28.0,7.0,28.0,0.0,16.0,17.0,6.0,133.0,6.0,11.0,2.0,14.0,30.0,13.0,5.0,42.0,13.0,7.0,35.0,43.0,6.0,7.0,1.0,6.0,2.0,1.0,10.0,35.0,7.0,23.0,0.0,1.0,0.0,12.0,104.0,75.0,2.0,12.0,13.0,12.0,3.0,49.0,3.0,10.0,1.0,123.0,7.0
2016-06-13,7.0,4.0,21.0,9.0,15.0,19.0,2.0,2.0,3.0,6.0,0.0,6.0,32.0,0.0,30.0,17.0,5.0,17.0,6.0,17.0,2.0,15.0,6.0,5.0,107.0,5.0,21.0,11.0,2.0,26.0,21.0,5.0,19.0,6.0,6.0,45.0,56.0,5.0,6.0,12.0,5.0,11.0,0.0,9.0,40.0,7.0,31.0,0.0,0.0,9.0,6.0,71.0,80.0,11.0,6.0,13.0,6.0,4.0,30.0,5.0,18.0,0.0,115.0,10.0
2016-06-14,0.0,5.0,39.0,13.0,14.0,12.0,24.0,24.0,4.0,12.0,2.0,3.0,24.0,2.0,16.0,13.0,2.0,13.0,4.0,13.0,6.0,16.0,12.0,5.0,113.0,9.0,12.0,15.0,8.0,16.0,34.0,2.0,21.0,15.0,4.0,64.0,30.0,5.0,4.0,3.0,5.0,15.0,2.0,9.0,39.0,11.0,10.0,6.0,2.0,13.0,12.0,84.0,63.0,15.0,12.0,10.0,12.0,4.0,37.0,11.0,0.0,2.0,106.0,13.0
2016-06-15,2.0,6.0,63.0,0.0,15.0,6.0,8.0,8.0,14.0,3.0,0.0,12.0,22.0,0.0,46.0,23.0,2.0,23.0,6.0,23.0,6.0,30.0,24.0,8.0,136.0,3.0,7.0,3.0,18.0,26.0,23.0,2.0,41.0,34.0,6.0,33.0,33.0,8.0,6.0,0.0,8.0,3.0,0.0,7.0,34.0,18.0,26.0,10.0,0.0,0.0,3.0,109.0,64.0,3.0,3.0,13.0,3.0,6.0,64.0,22.0,13.0,0.0,138.0,14.0
2016-06-16,0.0,6.0,33.0,5.0,10.0,9.0,5.0,5.0,6.0,12.0,0.0,4.0,22.0,0.0,27.0,6.0,3.0,6.0,9.0,6.0,0.0,24.0,27.0,3.0,119.0,8.0,10.0,6.0,17.0,23.0,11.0,3.0,23.0,9.0,9.0,48.0,39.0,3.0,9.0,0.0,3.0,6.0,0.0,10.0,27.0,3.0,17.0,1.0,0.0,5.0,12.0,57.0,31.0,6.0,12.0,8.0,12.0,10.0,45.0,4.0,9.0,0.0,80.0,5.0
2016-06-17,9.0,9.0,39.0,2.0,20.0,4.0,3.0,3.0,6.0,9.0,3.0,5.0,32.0,3.0,55.0,21.0,2.0,21.0,7.0,21.0,4.0,23.0,16.0,3.0,127.0,8.0,19.0,10.0,16.0,26.0,9.0,2.0,37.0,12.0,7.0,38.0,31.0,3.0,7.0,6.0,3.0,10.0,3.0,13.0,22.0,6.0,33.0,3.0,3.0,2.0,9.0,75.0,68.0,10.0,9.0,14.0,9.0,0.0,40.0,3.0,19.0,3.0,116.0,6.0
2016-06-18,2.0,3.0,43.0,0.0,5.0,10.0,22.0,22.0,3.0,3.0,1.0,8.0,30.0,1.0,43.0,20.0,4.0,20.0,12.0,20.0,2.0,21.0,17.0,9.0,120.0,0.0,22.0,10.0,10.0,29.0,39.0,4.0,30.0,15.0,12.0,26.0,41.0,9.0,12.0,4.0,9.0,10.0,1.0,18.0,18.0,8.0,18.0,9.0,1.0,0.0,3.0,100.0,85.0,10.0,3.0,6.0,3.0,7.0,49.0,10.0,12.0,1.0,140.0,14.0
2016-06-19,10.0,2.0,43.0,8.0,23.0,10.0,8.0,8.0,6.0,15.0,2.0,8.0,42.0,2.0,59.0,8.0,1.0,8.0,10.0,8.0,2.0,25.0,16.0,3.0,155.0,10.0,24.0,14.0,10.0,27.0,21.0,1.0,18.0,15.0,10.0,68.0,51.0,3.0,10.0,11.0,3.0,14.0,2.0,13.0,39.0,27.0,30.0,6.0,2.0,8.0,15.0,77.0,88.0,14.0,15.0,14.0,15.0,6.0,65.0,15.0,16.0,2.0,140.0,10.0
2016-06-20,3.0,7.0,16.0,4.0,11.0,7.0,2.0,2.0,13.0,12.0,0.0,4.0,21.0,0.0,42.0,8.0,3.0,8.0,9.0,8.0,5.0,17.0,9.0,4.0,98.0,8.0,9.0,5.0,7.0,23.0,10.0,3.0,15.0,14.0,9.0,38.0,20.0,4.0,9.0,7.0,4.0,5.0,0.0,2.0,27.0,14.0,27.0,1.0,0.0,4.0,12.0,48.0,57.0,5.0,12.0,9.0,12.0,2.0,22.0,2.0,18.0,0.0,101.0,7.0
2016-06-21,4.0,5.0,36.0,4.0,15.0,13.0,3.0,3.0,9.0,6.0,1.0,2.0,28.0,1.0,33.0,22.0,5.0,22.0,5.0,22.0,2.0,27.0,12.0,6.0,121.0,7.0,19.0,3.0,7.0,16.0,10.0,5.0,29.0,20.0,5.0,30.0,35.0,6.0,5.0,7.0,6.0,3.0,1.0,12.0,33.0,14.0,15.0,7.0,1.0,4.0,6.0,81.0,67.0,3.0,6.0,6.0,6.0,5.0,45.0,11.0,9.0,1.0,113.0,6.0
2016-06-22,5.0,4.0,23.0,8.0,14.0,5.0,12.0,12.0,13.0,0.0,0.0,13.0,32.0,0.0,27.0,13.0,0.0,13.0,8.0,13.0,1.0,18.0,8.0,5.0,89.0,9.0,10.0,0.0,8.0,26.0,19.0,0.0,21.0,15.0,8.0,36.0,20.0,5.0,8.0,0.0,5.0,0.0,0.0,10.0,29.0,4.0,27.0,2.0,0.0,8.0,0.0,77.0,50.0,0.0,0.0,17.0,0.0,0.0,19.0,4.0,10.0,0.0,105.0,4.0
2016-06-23,4.0,5.0,43.0,1.0,14.0,11.0,5.0,5.0,2.0,12.0,0.0,4.0,17.0,0.0,45.0,2.0,1.0,2.0,5.0,2.0,6.0,9.0,17.0,4.0,97.0,3.0,10.0,2.0,17.0,14.0,16.0,1.0,19.0,10.0,5.0,48.0,31.0,4.0,5.0,4.0,4.0,2.0,0.0,6.0,44.0,16.0,35.0,1.0,0.0,1.0,12.0,54.0,57.0,2.0,12.0,17.0,12.0,0.0,45.0,7.0,18.0,0.0,85.0,10.0
2016-06-24,0.0,4.0,27.0,5.0,10.0,14.0,19.0,19.0,19.0,6.0,2.0,16.0,45.0,2.0,41.0,25.0,6.0,25.0,4.0,25.0,2.0,29.0,7.0,2.0,132.0,8.0,21.0,11.0,4.0,28.0,37.0,6.0,29.0,23.0,4.0,44.0,37.0,2.0,4.0,6.0,2.0,11.0,2.0,15.0,39.0,4.0,30.0,2.0,2.0,5.0,6.0,114.0,94.0,11.0,6.0,9.0,6.0,3.0,31.0,4.0,21.0,2.0,162.0,15.0
2016-06-25,2.0,7.0,22.0,0.0,5.0,15.0,5.0,5.0,9.0,18.0,0.0,7.0,28.0,0.0,48.0,22.0,3.0,22.0,2.0,22.0,3.0,24.0,24.0,3.0,134.0,3.0,18.0,4.0,9.0,16.0,17.0,3.0,31.0,11.0,2.0,50.0,54.0,3.0,2.0,11.0,3.0,4.0,0.0,7.0,29.0,9.0,27.0,2.0,0.0,0.0,18.0,89.0,87.0,4.0,18.0,7.0,18.0,15.0,37.0,3.0,20.0,0.0,112.0,10.0
2016-06-26,4.0,9.0,40.0,11.0,9.0,12.0,23.0,23.0,4.0,12.0,1.0,6.0,27.0,1.0,44.0,14.0,1.0,14.0,17.0,14.0,5.0,15.0,26.0,5.0,140.0,5.0,16.0,11.0,14.0,34.0,35.0,1.0,28.0,8.0,17.0,77.0,46.0,5.0,17.0,5.0,5.0,11.0,1.0,11.0,51.0,17.0,13.0,4.0,1.0,11.0,12.0,89.0,80.0,11.0,12.0,5.0,12.0,12.0,41.0,10.0,8.0,1.0,130.0,9.0
2016-06-27,2.0,10.0,52.0,6.0,15.0,12.0,17.0,17.0,1.0,6.0,0.0,7.0,38.0,0.0,55.0,16.0,3.0,16.0,6.0,16.0,3.0,12.0,22.0,7.0,153.0,6.0,25.0,15.0,22.0,27.0,36.0,3.0,38.0,9.0,6.0,42.0,40.0,7.0,6.0,14.0,7.0,15.0,0.0,11.0,37.0,17.0,25.0,1.0,0.0,6.0,6.0,95.0,94.0,15.0,6.0,10.0,6.0,0.0,66.0,9.0,15.0,0.0,150.0,15.0
2016-06-28,0.0,1.0,20.0,5.0,14.0,7.0,6.0,6.0,8.0,6.0,0.0,8.0,31.0,0.0,22.0,5.0,5.0,5.0,5.0,5.0,3.0,19.0,7.0,9.0,102.0,9.0,14.0,2.0,4.0,17.0,22.0,5.0,9.0,14.0,5.0,24.0,31.0,9.0,5.0,9.0,9.0,2.0,0.0,5.0,28.0,8.0,20.0,1.0,0.0,5.0,6.0,62.0,51.0,2.0,6.0,7.0,6.0,3.0,35.0,3.0,13.0,0.0,104.0,13.0
2016-06-29,0.0,6.0,21.0,4.0,5.0,14.0,8.0,8.0,9.0,12.0,0.0,9.0,19.0,0.0,15.0,8.0,2.0,8.0,6.0,8.0,6.0,27.0,6.0,0.0,99.0,2.0,8.0,10.0,1.0,26.0,13.0,2.0,9.0,17.0,6.0,39.0,35.0,0.0,6.0,5.0,0.0,10.0,0.0,3.0,27.0,13.0,10.0,5.0,0.0,4.0,12.0,70.0,52.0,10.0,12.0,3.0,12.0,5.0,31.0,8.0,7.0,0.0,86.0,8.0
2016-06-30,5.0,0.0,28.0,4.0,10.0,17.0,14.0,14.0,9.0,0.0,1.0,8.0,28.0,1.0,13.0,3.0,3.0,3.0,0.0,3.0,4.0,13.0,15.0,7.0,81.0,4.0,16.0,0.0,1.0,11.0,21.0,3.0,4.0,11.0,0.0,35.0,43.0,7.0,0.0,3.0,7.0,0.0,1.0,13.0,34.0,14.0,14.0,1.0,1.0,4.0,0.0,65.0,53.0,0.0,0.0,9.0,0.0,14.0,19.0,9.0,5.0,1.0,87.0,7.0
2016-07-01,2.0,0.0,24.0,10.0,11.0,12.0,6.0,6.0,11.0,3.0,0.0,11.0,28.0,0.0,29.0,12.0,6.0,12.0,0.0,12.0,3.0,20.0,7.0,4.0,90.0,4.0,13.0,17.0,5.0,14.0,14.0,6.0,17.0,19.0,0.0,53.0,24.0,4.0,0.0,7.0,4.0,17.0,0.0,6.0,28.0,5.0,29.0,3.0,0.0,10.0,3.0,68.0,53.0,17.0,3.0,17.0,3.0,2.0,26.0,5.0,12.0,0.0,91.0,8.0
2016-07-02,5.0,10.0,48.0,3.0,8.0,21.0,7.0,7.0,8.0,3.0,0.0,13.0,36.0,0.0,34.0,12.0,6.0,12.0,4.0,12.0,1.0,27.0,16.0,4.0,112.0,0.0,23.0,8.0,11.0,31.0,13.0,6.0,23.0,20.0,4.0,42.0,41.0,4.0,4.0,5.0,4.0,8.0,0.0,18.0,42.0,8.0,18.0,9.0,0.0,3.0,3.0,94.0,57.0,8.0,3.0,9.0,3.0,5.0,42.0,15.0,9.0,0.0,107.0,3.0
2016-07-03,2.0,7.0,54.0,11.0,8.0,15.0,18.0,18.0,7.0,9.0,2.0,7.0,32.0,2.0,49.0,33.0,5.0,33.0,11.0,33.0,5.0,24.0,18.0,2.0,161.0,3.0,22.0,12.0,10.0,28.0,31.0,5.0,43.0,18.0,11.0,73.0,42.0,2.0,11.0,7.0,2.0,12.0,2.0,15.0,48.0,27.0,29.0,8.0,2.0,11.0,9.0,108.0,104.0,12.0,9.0,14.0,9.0,8.0,57.0,21.0,15.0,2.0,163.0,10.0
2016-07-04,1.0,8.0,57.0,12.0,18.0,29.0,14.0,14.0,6.0,21.0,5.0,3.0,50.0,5.0,52.0,35.0,7.0,35.0,8.0,35.0,10.0,41.0,18.0,11.0,192.0,14.0,33.0,6.0,11.0,32.0,40.0,7.0,46.0,25.0,8.0,78.0,75.0,11.0,8.0,19.0,11.0,6.0,5.0,14.0,75.0,21.0,31.0,16.0,5.0,12.0,21.0,137.0,135.0,6.0,21.0,17.0,21.0,7.0,72.0,19.0,14.0,5.0,195.0,22.0
2016-07-05,2.0,3.0,24.0,2.0,14.0,7.0,7.0,7.0,7.0,0.0,0.0,9.0,23.0,0.0,27.0,4.0,4.0,4.0,9.0,4.0,2.0,16.0,9.0,2.0,83.0,7.0,7.0,6.0,6.0,22.0,18.0,4.0,10.0,16.0,9.0,28.0,24.0,2.0,9.0,3.0,2.0,6.0,0.0,4.0,34.0,5.0,26.0,4.0,0.0,2.0,0.0,56.0,46.0,6.0,0.0,7.0,0.0,3.0,29.0,7.0,19.0,0.0,91.0,8.0
2016-07-06,5.0,4.0,27.0,8.0,18.0,7.0,17.0,17.0,0.0,15.0,0.0,6.0,41.0,0.0,40.0,16.0,2.0,16.0,4.0,16.0,3.0,2.0,12.0,7.0,129.0,9.0,26.0,8.0,4.0,16.0,30.0,2.0,20.0,4.0,4.0,49.0,33.0,7.0,4.0,14.0,7.0,8.0,0.0,12.0,29.0,17.0,18.0,0.0,0.0,8.0,15.0,73.0,92.0,8.0,15.0,5.0,15.0,8.0,33.0,4.0,13.0,0.0,134.0,12.0
2016-07-07,5.0,13.0,21.0,11.0,17.0,7.0,6.0,6.0,8.0,9.0,0.0,2.0,33.0,0.0,36.0,26.0,4.0,26.0,4.0,26.0,0.0,25.0,11.0,0.0,112.0,9.0,22.0,6.0,3.0,24.0,13.0,4.0,29.0,15.0,4.0,47.0,36.0,0.0,4.0,11.0,0.0,6.0,0.0,11.0,26.0,0.0,20.0,4.0,0.0,11.0,9.0,84.0,70.0,6.0,9.0,7.0,9.0,8.0,29.0,4.0,13.0,0.0,117.0,6.0
2016-07-08,0.0,7.0,21.0,3.0,12.0,9.0,11.0,11.0,7.0,18.0,2.0,17.0,48.0,2.0,28.0,21.0,3.0,21.0,3.0,21.0,0.0,18.0,14.0,7.0,140.0,12.0,19.0,8.0,4.0,32.0,26.0,3.0,25.0,10.0,3.0,58.0,39.0,7.0,3.0,6.0,7.0,8.0,2.0,13.0,40.0,5.0,16.0,3.0,2.0,3.0,18.0,90.0,65.0,8.0,18.0,7.0,18.0,10.0,28.0,4.0,9.0,2.0,131.0,8.0
2016-07-09,12.0,6.0,48.0,4.0,23.0,15.0,11.0,11.0,6.0,3.0,3.0,7.0,33.0,3.0,57.0,24.0,2.0,24.0,7.0,24.0,0.0,26.0,25.0,10.0,141.0,2.0,24.0,0.0,18.0,23.0,25.0,2.0,42.0,24.0,7.0,35.0,57.0,10.0,7.0,15.0,10.0,0.0,3.0,9.0,41.0,9.0,23.0,9.0,3.0,4.0,3.0,123.0,100.0,0.0,3.0,12.0,3.0,7.0,64.0,12.0,11.0,3.0,137.0,8.0
2016-07-10,4.0,6.0,17.0,5.0,8.0,7.0,13.0,13.0,1.0,3.0,2.0,4.0,11.0,2.0,30.0,7.0,1.0,7.0,6.0,7.0,0.0,13.0,9.0,4.0,64.0,0.0,7.0,4.0,6.0,18.0,15.0,1.0,13.0,5.0,6.0,23.0,27.0,4.0,6.0,3.0,4.0,4.0,2.0,4.0,21.0,3.0,14.0,0.0,2.0,5.0,3.0,59.0,47.0,4.0,3.0,0.0,3.0,3.0,25.0,3.0,14.0,2.0,71.0,0.0
2016-07-11,12.0,2.0,20.0,6.0,22.0,11.0,13.0,13.0,19.0,0.0,0.0,12.0,27.0,0.0,46.0,16.0,5.0,16.0,11.0,16.0,5.0,34.0,14.0,5.0,125.0,10.0,5.0,16.0,9.0,31.0,20.0,5.0,25.0,19.0,11.0,44.0,45.0,5.0,11.0,1.0,5.0,16.0,0.0,4.0,35.0,10.0,24.0,0.0,0.0,6.0,0.0,96.0,74.0,16.0,0.0,8.0,0.0,5.0,31.0,2.0,16.0,0.0,127.0,7.0
2016-07-12,0.0,3.0,29.0,8.0,17.0,16.0,0.0,0.0,9.0,12.0,1.0,4.0,28.0,1.0,28.0,9.0,3.0,9.0,11.0,9.0,0.0,22.0,7.0,0.0,109.0,8.0,16.0,6.0,7.0,18.0,12.0,3.0,16.0,25.0,11.0,34.0,31.0,0.0,11.0,10.0,0.0,6.0,1.0,6.0,46.0,8.0,6.0,7.0,1.0,8.0,12.0,67.0,53.0,6.0,12.0,0.0,12.0,0.0,44.0,7.0,6.0,1.0,90.0,7.0
2016-07-13,4.0,0.0,28.0,7.0,8.0,7.0,11.0,11.0,6.0,9.0,4.0,5.0,23.0,4.0,24.0,11.0,2.0,11.0,6.0,11.0,2.0,22.0,5.0,0.0,89.0,1.0,17.0,14.0,5.0,11.0,18.0,2.0,16.0,15.0,6.0,56.0,26.0,0.0,6.0,5.0,0.0,14.0,4.0,12.0,24.0,4.0,19.0,6.0,4.0,7.0,9.0,65.0,47.0,14.0,9.0,16.0,9.0,0.0,30.0,6.0,3.0,4.0,71.0,6.0
2016-07-14,0.0,2.0,50.0,5.0,3.0,6.0,8.0,8.0,8.0,18.0,0.0,10.0,37.0,0.0,32.0,16.0,4.0,16.0,7.0,16.0,4.0,29.0,18.0,7.0,126.0,2.0,25.0,8.0,15.0,26.0,14.0,4.0,31.0,18.0,7.0,50.0,23.0,7.0,7.0,8.0,7.0,8.0,0.0,17.0,19.0,8.0,14.0,9.0,0.0,5.0,18.0,71.0,46.0,8.0,18.0,9.0,18.0,3.0,44.0,13.0,5.0,0.0,109.0,7.0
2016-07-15,2.0,14.0,37.0,5.0,21.0,12.0,11.0,11.0,9.0,6.0,0.0,7.0,23.0,0.0,32.0,6.0,3.0,6.0,12.0,6.0,8.0,30.0,16.0,0.0,158.0,11.0,5.0,26.0,9.0,36.0,28.0,3.0,15.0,20.0,12.0,60.0,53.0,0.0,12.0,0.0,0.0,26.0,0.0,5.0,54.0,16.0,16.0,3.0,0.0,5.0,6.0,93.0,64.0,26.0,6.0,1.0,6.0,7.0,55.0,7.0,15.0,0.0,126.0,17.0
2016-07-16,4.0,0.0,50.0,0.0,19.0,14.0,11.0,11.0,9.0,15.0,0.0,11.0,44.0,0.0,44.0,4.0,6.0,4.0,7.0,4.0,1.0,18.0,21.0,4.0,143.0,5.0,28.0,14.0,15.0,20.0,15.0,6.0,19.0,22.0,7.0,58.0,28.0,4.0,7.0,12.0,4.0,14.0,0.0,16.0,48.0,11.0,24.0,3.0,0.0,0.0,15.0,70.0,65.0,14.0,15.0,6.0,15.0,6.0,46.0,8.0,18.0,0.0,122.0,3.0
2016-07-17,6.0,7.0,32.0,14.0,26.0,15.0,9.0,9.0,7.0,18.0,2.0,12.0,42.0,2.0,69.0,32.0,2.0,32.0,8.0,32.0,4.0,30.0,20.0,3.0,172.0,15.0,15.0,17.0,17.0,34.0,24.0,2.0,49.0,14.0,8.0,85.0,58.0,3.0,8.0,11.0,3.0,17.0,2.0,4.0,62.0,9.0,30.0,2.0,2.0,14.0,18.0,120.0,109.0,17.0,18.0,11.0,18.0,3.0,60.0,2.0,19.0,2.0,158.0,14.0
2016-07-18,5.0,5.0,35.0,2.0,16.0,8.0,6.0,6.0,8.0,6.0,0.0,3.0,28.0,0.0,39.0,19.0,2.0,19.0,8.0,19.0,5.0,20.0,9.0,2.0,112.0,8.0,17.0,14.0,8.0,19.0,15.0,2.0,27.0,19.0,8.0,28.0,25.0,2.0,8.0,6.0,2.0,14.0,0.0,11.0,23.0,11.0,14.0,8.0,0.0,2.0,6.0,73.0,71.0,14.0,6.0,3.0,6.0,1.0,36.0,8.0,11.0,0.0,111.0,12.0
2016-07-19,6.0,2.0,41.0,5.0,11.0,14.0,7.0,7.0,7.0,0.0,1.0,7.0,29.0,1.0,32.0,18.0,4.0,18.0,9.0,18.0,11.0,16.0,16.0,1.0,98.0,4.0,18.0,13.0,11.0,20.0,15.0,4.0,29.0,15.0,9.0,27.0,31.0,1.0,9.0,8.0,1.0,13.0,1.0,10.0,31.0,12.0,4.0,7.0,1.0,5.0,0.0,66.0,64.0,13.0,0.0,0.0,0.0,5.0,22.0,8.0,4.0,1.0,92.0,11.0
2016-07-20,7.0,14.0,47.0,0.0,28.0,16.0,5.0,5.0,16.0,12.0,0.0,2.0,60.0,0.0,41.0,8.0,3.0,8.0,1.0,8.0,4.0,32.0,15.0,6.0,171.0,19.0,39.0,5.0,10.0,20.0,28.0,3.0,18.0,21.0,1.0,49.0,61.0,6.0,1.0,17.0,6.0,5.0,0.0,22.0,54.0,12.0,35.0,3.0,0.0,0.0,12.0,101.0,88.0,5.0,12.0,18.0,12.0,5.0,51.0,9.0,17.0,0.0,159.0,19.0
2016-07-21,0.0,10.0,36.0,1.0,17.0,13.0,8.0,8.0,8.0,3.0,1.0,2.0,24.0,1.0,30.0,17.0,3.0,17.0,8.0,17.0,0.0,15.0,16.0,9.0,116.0,8.0,14.0,14.0,12.0,23.0,14.0,3.0,29.0,21.0,8.0,41.0,23.0,9.0,8.0,3.0,9.0,14.0,1.0,11.0,44.0,3.0,14.0,4.0,1.0,1.0,3.0,80.0,50.0,14.0,3.0,8.0,3.0,4.0,34.0,4.0,6.0,1.0,108.0,3.0
